College ,Rating,Course,Duration,City,State,Country,Average Fees,Acceptance Rate
Aditya Engineering College,3.12, B.Tech Computer Science and Engineering,,Surampalem,Andhra Pradesh,India,163440,
ACN College of Engineering and Management Studies,3.17, B.Tech Computer Science and Engineering,4 Years,Chherat,Uttar Pradesh,India,249333.3333,72.01%
Indira Gandhi Institute of Engineering and Technology,3.17, B.Tech Computer Science and Engineering,4 Years,Ernakulam,Kerala,India,230000,53.46%
A1 Global Institute of Engineering and Technology,3.21, B.Tech Computer Science and Engineering,4 Years,Markapur Rural,Andhra Pradesh,India,113545.4545,64.28%
Abhinav Hi-Tech College of Engineering,3.24, B.Tech Computer Science and Engineering,4 Years,Hyderabad,Telangana,India,125153.8462,53.62%
Indic Institute of Design and Research,3.24, B.Tech Computer Science and Engineering,4 Years,Tarakai,Odisha,India,211142.8571,45.26%
Aarushi Group of Institutions,3.28, B.Tech Computer Science and Engineering,4 Years,Warangal,Telangana,India,234642.8571,75.70%
Achariya College of Engineering Technology,3.3, B.Tech Computer Science and Engineering,4 Years,Villianur,Puducherry,India,104285.7143,77.41%
Adhunik College of Engineering,3.31, B.Tech Computer Science and Engineering,,Ghaziabad,Uttar Pradesh,India,239000,
Indian Institute of Technology Indore ,3.34, B.Tech Computer Science and Engineering,4 Years,Simrol,Madhya Pradesh,India,326473.6842,51.26%
Adithya Institute of Technology,3.35, B.Tech Computer Science and Engineering,,Kurumbapalayam,Tamil Nadu,India,145714.2857,
Indian Institute of Technology Ropar ,3.43, B.Tech Computer Science and Engineering,4 Years,Rupnagar,Punjab,India,358525.4545,51.30%
Adarsha College of Engineering,3.45, B.Tech Computer Science and Engineering,4 Years,Angul,Odisha,India,132750,75.33%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Computer Science and Engineering,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,50.57%
Indian Institute of Technology Guwahati ,3.45, B.Tech Computer Science and Engineering,4 Years,Guwahati,Assam,India,254171.9512,85.82%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Computer Science and Engineering,4 Years,Khammam,Telangana,India,118642.8571,49.45%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Computer Science and Engineering,4 Years,Khammam,Telangana,India,118642.8571,52.06%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Computer Science and Engineering,4 Years,Bhubaneshwar,Odisha,India,518128.2353,58.44%
Indian Institute of Technology Dharwad ,3.5, B.Tech Computer Science and Engineering,4 Years,Dharwad,Karnataka,India,542760,54.77%
Abhilashi University,3.73, B.Tech Computer Science and Engineering,4 Years,Chail-Chowk,Himachal Pradesh,India,251833.3333,51.48%
Indian Institute of Technology Goa ,3.73, B.Tech Computer Science and Engineering,4 Years,Ponda,Goa,India,501474.2857,62.10%
Indian Institute of Technology Gandhinagar ,3.78, B.Tech Computer Science and Engineering,4 Years,Gandhinagar,Gujarat,India,432550,87.31%
Aditya College of Engineering and Technology,3.96, B.Tech Computer Science and Engineering,,Surampalem,Andhra Pradesh,India,139500,
Accurate Institute of Management and Technology,2.6, B.Tech Computer Science and Engineering II Shift,4 Years,Greater Noida,Uttar Pradesh,India,340300,87.08%
Academy of Technology,3.78, B.Tech Computer Science and Engineering Lateral Entry,4 Years,Hooghly,West Bengal,India,300461.5385,54.90%
Abacus Institute of Engineering and Management,3.53, B.Tech Computer Science Engineering,4 Years,Hooghly,West Bengal,India,312000,49.08%
AAR Mahaveer Engineering College,3.54, B.Tech Computer Science Engineering,4 Years,Hyderabad,Telangana,India,160000,58.59%
Indira Gandhi Institute of Technology,3.86, B.Tech Computer Science Engineering Self Finance,4 Years,Khalapal,Odisha,India,161636.3636,67.92%
Indian Institute of Technology Mandi ,3.97, B.Tech Data Science and Engineering,4 Years,Suran,Himachal Pradesh,India,353350,82.76%
Aditya College of Engineering,2.09, B.Tech Electrical and Electronics Engineering,,Madanapalle,Andhra Pradesh,India,140000,
ACE Engineering College,2.11, B.Tech Electrical and Electronics Engineering,4 Years,Ghatkesar,Telangana,India,272000,47.56%
Aditya Institute of Technology and Management,2.49, B.Tech Electrical and Electronics Engineering,,K Kotturu,Andhra Pradesh,India,159875,
Accurate Institute of Management and Technology,2.6, B.Tech Electrical and Electronics Engineering,4 Years,Greater Noida,Uttar Pradesh,India,340300,85.54%
Adarsh College of Engineering,2.7, B.Tech Electrical and Electronics Engineering,4 Years,Chebrolu,Andhra Pradesh,India,93318.18182,61.35%
Aditya College of Engineering,3.05, B.Tech Electrical and Electronics Engineering,,Surampalem,Andhra Pradesh,India,150500,
ACE College of Engineering,3.06, B.Tech Electrical and Electronics Engineering,4 Years,Thiruvananthapuram,Kerala,India,216000,70.16%
ABR College of Engineering and Technology,3.07, B.Tech Electrical and Electronics Engineering,4 Years,Somanapalle,Andhra Pradesh,India,112340,77.28%
Aditya Engineering College,3.12, B.Tech Electrical and Electronics Engineering,,Surampalem,Andhra Pradesh,India,163440,
Aadishwar College of Technology,3.15, B.Tech Electrical and Electronics Engineering,4 Years,Bhoyan Rathod,Gujarat,India,263500,52.90%
Indira Gandhi Institute of Engineering and Technology,3.17, B.Tech Electrical and Electronics Engineering,4 Years,Ernakulam,Kerala,India,230000,86.95%
A1 Global Institute of Engineering and Technology,3.21, B.Tech Electrical and Electronics Engineering,4 Years,Markapur Rural,Andhra Pradesh,India,113545.4545,84.59%
Abhinav Hi-Tech College of Engineering,3.24, B.Tech Electrical and Electronics Engineering,4 Years,Hyderabad,Telangana,India,125153.8462,85.09%
Indian Institute of Technology Patna ,3.24, B.Tech Electrical and Electronics Engineering,4 Years,Patna,Bihar,India,322481.6667,75.95%
Indic Institute of Design and Research,3.24, B.Tech Electrical and Electronics Engineering,4 Years,Tarakai,Odisha,India,211142.8571,54.47%
Aarushi Group of Institutions,3.28, B.Tech Electrical and Electronics Engineering,4 Years,Warangal,Telangana,India,234642.8571,57.98%
Achariya College of Engineering Technology,3.3, B.Tech Electrical and Electronics Engineering,4 Years,Villianur,Puducherry,India,104285.7143,51.90%
Adithya Institute of Technology,3.35, B.Tech Electrical and Electronics Engineering,,Kurumbapalayam,Tamil Nadu,India,145714.2857,
Abhay Memorial Trust Group of Institutions,3.45, B.Tech Electrical and Electronics Engineering,4 Years,Allahabad,Uttar Pradesh,India,161350,59.16%
Adarsha College of Engineering,3.45, B.Tech Electrical and Electronics Engineering,4 Years,Angul,Odisha,India,132750,48.35%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Electrical and Electronics Engineering,4 Years,Khammam,Telangana,India,118642.8571,53.70%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Electrical and Electronics Engineering,4 Years,Khammam,Telangana,India,118642.8571,76.17%
ABES Engineering College,3.52, B.Tech Electrical and Electronics Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,47.62%
ABES Engineering College,3.52, B.Tech Electrical and Electronics Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,62.32%
AAR Mahaveer Engineering College,3.54, B.Tech Electrical and Electronics Engineering,4 Years,Hyderabad,Telangana,India,160000,55.31%
Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology,3.54, B.Tech Electrical and Electronics Engineering,4 Years,Osmanabad,Maharashtra,India,82480,47.14%
Adi Shankara Institute of Engineering and Technology,3.65, B.Tech Electrical and Electronics Engineering,,Kalady,Kerala,India,279000,
Aditya College of Engineering and Technology,3.96, B.Tech Electrical and Electronics Engineering,,Surampalem,Andhra Pradesh,India,139500,
Aditya Silver Oak Institute of Technology,2.03, B.Tech Electrical Engineering,,Ahmedabad,Gujarat,India,252000,
Adesh Institute of Technology,2.33, B.Tech Electrical Engineering,4 Years,Gharuan,Punjab,India,273000,53.32%
Indian Institute of Technology Tirupati ,2.48, B.Tech Electrical Engineering,4 Years,Tirupati,Andhra Pradesh,India,304338.2353,59.45%
ABSS Institute of Technology,2.57, B.Tech Electrical Engineering,4 Years,Meerut,Uttar Pradesh,India,210692.3077,73.02%
Adamas Institute of Technology,2.89, B.Tech Electrical Engineering,4 Years,Kolkata,West Bengal,India,313000,65.24%
Adamas University,3.03, B.Tech Electrical Engineering,4 Years,Kolkata,West Bengal,India,332156.25,60.09%
Indian Institute of Technology Palakkad ,3.06, B.Tech Electrical Engineering,4 Years,Palakkad,Kerala,India,825000,67.28%
Aadishwar College of Technology,3.15, B.Tech Electrical Engineering,4 Years,Bhoyan Rathod,Gujarat,India,263500,85.14%
ACN College of Engineering and Management Studies,3.17, B.Tech Electrical Engineering,4 Years,Chherat,Uttar Pradesh,India,249333.3333,73.16%
Indic Institute of Design and Research,3.24, B.Tech Electrical Engineering,4 Years,Tarakai,Odisha,India,211142.8571,66.75%
Indian Institute of Technology Indore ,3.34, B.Tech Electrical Engineering,4 Years,Simrol,Madhya Pradesh,India,326473.6842,58.22%
Adesh Institute of Engineering and Technology,3.38, B.Tech Electrical Engineering,4 Years,Faridkot,Punjab,India,227666.6667,66.01%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Electrical Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,69.43%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Electrical Engineering,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,80.79%
Indian Institute of Technology Bhilai ,3.49, B.Tech Electrical Engineering,4 Years,Bhilai,Chhattisgarh,India,465500,62.98%
Indian Institute of Technology Dharwad ,3.5, B.Tech Electrical Engineering,4 Years,Dharwad,Karnataka,India,542760,75.79%
Abacus Institute of Engineering and Management,3.53, B.Tech Electrical Engineering,4 Years,Hooghly,West Bengal,India,312000,83.19%
Indian Institute of Technology Goa ,3.73, B.Tech Electrical Engineering,4 Years,Ponda,Goa,India,501474.2857,50.54%
Academy of Technology,3.78, B.Tech Electrical Engineering,4 Years,Hooghly,West Bengal,India,300461.5385,73.25%
Indian Institute of Technology Gandhinagar ,3.78, B.Tech Electrical Engineering,4 Years,Gandhinagar,Gujarat,India,432550,56.19%
Indian Institute of Technology Jammu ,3.81, B.Tech Electrical Engineering,4 Years,Jammu,Jammu and Kashmir,India,612000,61.67%
Indira Gandhi Institute of Technology,3.86, B.Tech Electrical Engineering,4 Years,Khalapal,Odisha,India,161636.3636,66.33%
AD Patel Institute of Technology,3.96, B.Tech Electrical Engineering,4 Years,Vitthal Udyognagar INA,Gujarat,India,384727.2727,65.15%
Indian Institute of Technology Hyderabad ,3.96, B.Tech Electrical Engineering,4 Years,Hyderabad,Telangana,India,288884.5946,52.23%
Indian Institute of Technology Mandi ,3.97, B.Tech Electrical Engineering,4 Years,Suran,Himachal Pradesh,India,353350,52.97%
Indian Institute of Technology Jodhpur ,4.36, B.Tech Electrical Engineering,4 Years,Jodhpur,Rajasthan,India,503615.3846,80.07%
Indian Institute of Technology Banaras Hindu University Varanasi ,3.45, B.Tech Electrical Engineering and M.Tech Power Electronics,4 Years,Varanasi,Uttar Pradesh,India,445083.0189,87.11%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Electrical Engineering and M.Tech Power Electronics and Drives Dual Degree,4 Years,Bhubaneshwar,Odisha,India,518128.2353,67.29%
Academy of Technology,3.78, B.Tech Electrical Engineering Lateral Entry,4 Years,Hooghly,West Bengal,India,300461.5385,46.47%
Indian Institute of Technology Indore ,3.34, B.Tech Electrical Engineering with M.Tech Communication and Signal Processing,4 Years,Simrol,Madhya Pradesh,India,326473.6842,49.51%
Indian Institute of Technology Indore ,3.34, B.Tech Electrical Engineering with M.Tech VLSI Design and Nanoelectronics,4 Years,Simrol,Madhya Pradesh,India,326473.6842,82.41%
Aditya College of Engineering,2.09, B.Tech Electronics and Communication Engineering,,Madanapalle,Andhra Pradesh,India,140000,
ACE Engineering College,2.11, B.Tech Electronics and Communication Engineering,4 Years,Ghatkesar,Telangana,India,272000,81.81%
Adesh Institute of Technology,2.33, B.Tech Electronics and Communication Engineering,4 Years,Gharuan,Punjab,India,273000,51.35%
Aditya Institute of Technology and Management,2.49, B.Tech Electronics and Communication Engineering,,K Kotturu,Andhra Pradesh,India,159875,
ABSS Institute of Technology,2.57, B.Tech Electronics and Communication Engineering,4 Years,Meerut,Uttar Pradesh,India,210692.3077,65.41%
Accurate Institute of Management and Technology,2.6, B.Tech Electronics and Communication Engineering,4 Years,Greater Noida,Uttar Pradesh,India,340300,46.97%
Adarsh College of Engineering,2.7, B.Tech Electronics and Communication Engineering,4 Years,Chebrolu,Andhra Pradesh,India,93318.18182,51.02%
ACE College of Engineering and Management,2.74, B.Tech Electronics and Communication Engineering,4 Years,Agra,Uttar Pradesh,India,150666.6667,50.83%
Indira Gandhi Delhi Technical University for Women,2.81, B.Tech Electronics and Communication Engineering,4 Years,New Delhi,Delhi,India,325363.6364,83.38%
Adamas Institute of Technology,2.89, B.Tech Electronics and Communication Engineering,4 Years,Kolkata,West Bengal,India,313000,68.73%
Adamas University,3.03, B.Tech Electronics and Communication Engineering,4 Years,Kolkata,West Bengal,India,332156.25,54.61%
ACE College of Engineering,3.06, B.Tech Electronics and Communication Engineering,4 Years,Thiruvananthapuram,Kerala,India,216000,75.18%
ABR College of Engineering and Technology,3.07, B.Tech Electronics and Communication Engineering,4 Years,Somanapalle,Andhra Pradesh,India,112340,61.88%
Aadishwar College of Technology,3.15, B.Tech Electronics and Communication Engineering,4 Years,Bhoyan Rathod,Gujarat,India,263500,52.77%
Indira Gandhi Institute of Engineering and Technology,3.17, B.Tech Electronics and Communication Engineering,4 Years,Ernakulam,Kerala,India,230000,77.90%
Abhinav Hi-Tech College of Engineering,3.24, B.Tech Electronics and Communication Engineering,4 Years,Hyderabad,Telangana,India,125153.8462,73.70%
Indic Institute of Design and Research,3.24, B.Tech Electronics and Communication Engineering,4 Years,Tarakai,Odisha,India,211142.8571,53.39%
Aarushi Group of Institutions,3.28, B.Tech Electronics and Communication Engineering,4 Years,Warangal,Telangana,India,234642.8571,51.74%
Achariya College of Engineering Technology,3.3, B.Tech Electronics and Communication Engineering,4 Years,Villianur,Puducherry,India,104285.7143,63.57%
Adhunik College of Engineering,3.31, B.Tech Electronics and Communication Engineering,,Ghaziabad,Uttar Pradesh,India,239000,
Adithya Institute of Technology,3.35, B.Tech Electronics and Communication Engineering,,Kurumbapalayam,Tamil Nadu,India,145714.2857,
Adesh Institute of Engineering and Technology,3.38, B.Tech Electronics and Communication Engineering,4 Years,Faridkot,Punjab,India,227666.6667,50.87%
Indian Institute of Technology Indian School of Mines Dhanbad ,3.43, B.Tech Electronics and Communication Engineering,4 Years,Dhanbad,Jharkhand,India,265595.7447,48.45%
Abhay Memorial Trust Group of Institutions,3.45, B.Tech Electronics and Communication Engineering,4 Years,Allahabad,Uttar Pradesh,India,161350,53.26%
Adarsha College of Engineering,3.45, B.Tech Electronics and Communication Engineering,4 Years,Angul,Odisha,India,132750,63.92%
Indian Institute of Technology Guwahati ,3.45, B.Tech Electronics and Communication Engineering,4 Years,Guwahati,Assam,India,254171.9512,78.66%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Electronics and Communication Engineering,4 Years,Khammam,Telangana,India,118642.8571,71.69%
Abdulkalam Institute of Technological Sciences,3.48, B.Tech Electronics and Communication Engineering,4 Years,Khammam,Telangana,India,118642.8571,80.82%
Indian Institute of Technology Bhubaneswar ,3.48, B.Tech Electronics and Communication Engineering,4 Years,Bhubaneshwar,Odisha,India,518128.2353,60.19%
ABES Engineering College,3.52, B.Tech Electronics and Communication Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,70.37%
ABES Engineering College,3.52, B.Tech Electronics and Communication Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,356857.1429,82.13%
ABES Institute of Technology,3.52, B.Tech Electronics and Communication Engineering,4 Years,Ghaziabad,Uttar Pradesh,India,529000,67.07%
Abacus Institute of Engineering and Management,3.53, B.Tech Electronics and Communication Engineering,4 Years,Hooghly,West Bengal,India,312000,64.86%
Adi Shankara Institute of Engineering and Technology,3.65, B.Tech Electronics and Communication Engineering,,Kalady,Kerala,India,279000,
Academy of Technology,3.78, B.Tech Electronics and Communication Engineering,4 Years,Hooghly,West Bengal,India,300461.5385,81.46%
AD Patel Institute of Technology,3.96, B.Tech Electronics and Communication Engineering,4 Years,Vitthal Udyognagar INA,Gujarat,India,384727.2727,82.11%
Academy of Technology,3.78, B.Tech Electronics and Communication Engineering Lateral Entry,4 Years,Hooghly,West Bengal,India,300461.5385,77.55%
